,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,fare_percent
278,0,3,male,7.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,0.10731348373971172
279,1,3,female,35.0,1,1,20.25,S,Third,woman,False,,Southampton,yes,False,0.07461280843705279
280,0,3,male,65.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,0.028555519278378225
281,0,3,male,28.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,0.028939452840804937
282,0,3,male,16.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,0.035003539760592665
283,1,3,male,19.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,0.029660894218186417
284,0,1,male,28.0,0,0,26.0,S,First,man,True,A,Southampton,no,True,0.09579916145004308
285,0,3,male,33.0,0,0,8.6625,C,Third,man,True,,Cherbourg,no,True,0.03191770138696147
286,1,3,male,30.0,0,0,9.5,S,Third,man,True,,Southampton,yes,True,0.035003539760592665
287,0,3,male,22.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0.029092731499125005
288,1,2,male,42.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True,0.04789958072502154
289,1,3,female,22.0,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,0.028555519278378225
290,1,1,female,26.0,0,0,78.85,S,First,woman,False,,Southampton,yes,True,0.2905293800129191
291,1,1,female,19.0,1,0,91.0792,C,First,woman,False,B,Cherbourg,yes,False,0.33558888405926013
292,0,2,male,36.0,0,0,12.875,C,Second,man,True,D,Cherbourg,no,True,0.04743900783343479
293,0,3,female,24.0,0,0,8.85,S,Third,woman,False,,Southampton,no,True,0.03260856072434159
294,0,3,male,24.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0.029092731499125005
296,0,3,male,23.5,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,0.026636588382871206
297,0,1,female,2.0,1,2,151.55,S,First,child,False,C,Southampton,no,False,0.5583985737597704
298,1,1,male,28.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,0.11237978554716592
299,1,1,female,50.0,0,1,247.5208,C,First,woman,False,B,Cherbourg,yes,False,0.9120109646709164
301,1,3,male,28.0,2,0,23.25,Q,Third,man,True,,Queenstown,yes,False,0.08566655783513467
302,0,3,male,19.0,0,0,0.0,S,Third,man,True,,Southampton,no,True,0.0
303,1,2,female,28.0,0,0,12.35,Q,Second,woman,False,E,Queenstown,yes,True,0.045504601688770456
305,1,1,male,0.92,1,2,151.55,S,First,child,False,C,Southampton,yes,False,0.5583985737597704
306,1,1,female,28.0,0,0,110.8833,C,First,woman,False,,Cherbourg,yes,True,0.40855873687744465
307,1,1,female,17.0,1,0,108.9,C,First,woman,False,C,Cherbourg,yes,False,0.40125110315037277
308,0,2,male,30.0,1,0,24.0,C,Second,man,True,,Cherbourg,no,False,0.08842999518465515
309,1,1,female,30.0,0,0,56.9292,C,First,woman,False,E,Cherbourg,yes,True,0.20976037007776124
310,1,1,female,24.0,0,0,83.1583,C,First,woman,False,C,Cherbourg,yes,True,0.3064036695235045
311,1,1,female,18.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,0.966742499440579
312,0,2,female,26.0,1,1,26.0,S,Second,woman,False,,Southampton,no,False,0.09579916145004308
314,0,2,male,43.0,1,1,26.25,S,Second,man,True,,Southampton,no,False,0.09672030723321656
315,1,3,female,26.0,0,0,7.8542,S,Third,woman,False,,Southampton,yes,True,0.028939452840804937
316,1,2,female,24.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,0.09579916145004308
317,0,2,male,54.0,0,0,14.0,S,Second,man,True,,Southampton,no,True,0.0515841638577155
318,1,1,female,31.0,0,2,164.8667,S,First,woman,False,C,Southampton,yes,False,0.607465061962916
319,1,1,female,40.0,1,1,134.5,C,First,woman,False,E,Cherbourg,yes,False,0.49557643134733825
321,0,3,male,27.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0.029092731499125005
322,1,2,female,30.0,0,0,12.35,Q,Second,woman,False,,Queenstown,yes,True,0.045504601688770456
323,1,2,female,22.0,1,1,29.0,S,Second,woman,False,,Southampton,yes,False,0.10685291084812497
325,1,1,female,36.0,0,0,135.6333,C,First,woman,False,C,Cherbourg,yes,True,0.49975216941162026
326,0,3,male,61.0,0,0,6.2375,S,Third,man,True,,Southampton,no,True,0.022982587290178602
327,1,2,female,36.0,0,0,13.0,S,Second,woman,False,D,Southampton,yes,True,0.04789958072502154
328,1,3,female,31.0,1,1,20.525,S,Third,woman,False,,Southampton,yes,False,0.07562606879854361
329,1,1,female,16.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,0.21362918236708991
330,1,3,female,28.0,2,0,23.25,Q,Third,woman,False,,Queenstown,yes,False,0.08566655783513467
331,0,1,male,45.5,0,0,28.5,S,First,man,True,C,Southampton,no,True,0.10501061928177799
332,0,1,male,38.0,0,1,153.4625,S,First,man,True,C,Southampton,no,False,0.5654453390010475
333,0,3,male,16.0,2,0,18.0,S,Third,man,True,,Southampton,no,False,0.06632249638849136
334,1,1,female,28.0,1,0,133.65,S,First,woman,False,,Southampton,yes,False,0.49244453568454843
336,0,1,male,29.0,1,0,66.6,S,First,man,True,C,Southampton,no,False,0.245393236637418
337,1,1,female,41.0,0,0,134.5,C,First,woman,False,E,Cherbourg,yes,True,0.49557643134733825
338,1,3,male,45.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,0.029660894218186417
339,0,1,male,45.0,0,0,35.5,S,First,man,True,,Southampton,no,True,0.13080270121063575
340,1,2,male,2.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False,0.09579916145004308
341,1,1,female,24.0,3,2,263.0,S,First,woman,False,C,Southampton,yes,False,0.9690453638985127
342,0,2,male,28.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0.04789958072502154
344,0,2,male,36.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0.04789958072502154
345,1,2,female,24.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True,0.04789958072502154
346,1,2,female,40.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,0.04789958072502154
347,1,3,female,28.0,1,0,16.1,S,Third,woman,False,,Southampton,yes,False,0.059321788436372834
348,1,3,male,3.0,1,1,15.9,S,Third,child,False,,Southampton,yes,False,0.05858487180983404
349,0,3,male,42.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,0.03191770138696147
350,0,3,male,23.0,0,0,9.225,S,Third,man,True,,Southampton,no,True,0.03399027939910182
351,0,1,male,28.0,0,0,35.0,S,First,man,True,C,Southampton,no,True,0.12896040964428876
352,0,3,male,15.0,1,1,7.2292,C,Third,child,False,,Cherbourg,no,False,0.026636588382871206
353,0,3,male,25.0,1,0,17.8,S,Third,man,True,,Southampton,no,False,0.06558557976195256
356,1,1,female,22.0,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,0.20265207229816806
357,0,2,female,38.0,0,0,13.0,S,Second,woman,False,,Southampton,no,True,0.04789958072502154
360,0,3,male,40.0,1,4,27.9,S,Third,man,True,,Southampton,no,False,0.1027998694021616
361,0,2,male,29.0,1,0,27.7208,C,Second,man,True,,Cherbourg,no,False,0.10213959210478285
362,0,3,female,45.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False,0.0532577015165851
363,0,3,male,35.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,0.025976311085492452
365,0,3,male,30.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,0.026713227712031242
366,1,1,female,60.0,1,0,75.25,C,First,woman,False,D,Cherbourg,yes,False,0.2772648807352208
367,1,3,female,28.0,0,0,7.2292,C,Third,woman,False,,Cherbourg,yes,True,0.026636588382871206
369,1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,0.25534161109569176
370,1,1,male,25.0,1,0,55.4417,C,First,man,True,E,Cherbourg,yes,False,0.20427955266787895
371,0,3,male,18.0,1,0,6.4958,S,Third,man,True,,Southampton,no,False,0.023934315113353456
372,0,3,male,19.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0.029660894218186417
373,0,1,male,22.0,0,0,135.6333,C,First,man,True,,Cherbourg,no,True,0.49975216941162026
374,0,3,female,3.0,3,1,21.075,S,Third,child,False,,Southampton,no,False,0.0776525895215253
375,1,1,female,28.0,1,0,82.1708,C,First,woman,False,,Cherbourg,yes,False,0.3027651436799692
376,1,3,female,22.0,0,0,7.25,S,Third,woman,False,,Southampton,yes,True,0.026713227712031242
377,0,1,male,27.0,0,2,211.5,C,First,man,True,C,Cherbourg,no,False,0.7792893325647735
378,0,3,male,20.0,0,0,4.0125,C,Third,man,True,,Cherbourg,no,True,0.014784389819934532
379,0,3,male,19.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,0.028647633856695574
380,1,1,female,42.0,0,0,227.525,C,First,woman,False,,Cherbourg,yes,True,0.8383347772661942
381,1,3,female,1.0,0,2,15.7417,C,Third,child,False,,Cherbourg,yes,False,0.05800160229992858
382,0,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,0.02920032132659967
383,1,1,female,35.0,1,0,52.0,S,First,woman,False,,Southampton,yes,False,0.19159832290008616
385,0,2,male,18.0,0,0,73.5,S,Second,man,True,,Southampton,no,True,0.2708168602530064
386,0,3,male,1.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,0.17280694892334694
387,1,2,female,36.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,0.04789958072502154
388,0,3,male,28.0,0,0,7.7292,Q,Third,man,True,,Queenstown,no,True,0.02847887994921819
389,1,2,female,17.0,0,0,12.0,C,Second,woman,False,,Cherbourg,yes,True,0.044214997592327575
390,1,1,male,36.0,1,2,120.0,S,First,man,True,B,Southampton,yes,False,0.4421499759232757
391,1,3,male,21.0,0,0,7.7958,S,Third,man,True,,Southampton,yes,True,0.028724273185855607
392,0,3,male,28.0,2,0,7.925,S,Third,man,True,,Southampton,no,False,0.02920032132659967
393,1,1,female,23.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,0.4173711543559088
394,1,3,female,24.0,0,2,16.7,S,Third,woman,False,G,Southampton,yes,False,0.061532538315989205
395,0,3,male,22.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,0.028724273185855607
396,0,3,female,31.0,0,0,7.8542,S,Third,woman,False,,Southampton,no,True,0.028939452840804937
397,0,2,male,46.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,0.09579916145004308
398,0,2,male,23.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,0.038688122893286624
399,1,2,female,28.0,0,0,12.65,S,Second,woman,False,,Southampton,yes,True,0.04660997662857865
400,1,3,male,39.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,0.02920032132659967
401,0,3,male,26.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0.029660894218186417
402,0,3,female,21.0,1,0,9.825,S,Third,woman,False,,Southampton,no,False,0.0362010292787182
403,0,3,male,28.0,1,0,15.85,S,Third,man,True,,Southampton,no,False,0.05840064265319934
404,0,3,female,20.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True,0.03191770138696147
405,0,2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False,0.07737624578657325
406,0,3,male,51.0,0,0,7.75,S,Third,man,True,,Southampton,no,True,0.028555519278378225
407,1,2,male,3.0,1,1,18.75,S,Second,child,False,,Southampton,yes,False,0.06908593373801183
408,0,3,male,21.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,0.028647633856695574
411,0,3,male,28.0,0,0,6.8583,Q,Third,man,True,,Queenstown,no,True,0.025269976498955016
412,1,1,female,33.0,1,0,90.0,Q,First,woman,False,C,Queenstown,yes,False,0.3316124819424568
414,1,3,male,44.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,0.02920032132659967
415,0,3,female,28.0,0,0,8.05,S,Third,woman,False,,Southampton,no,True,0.029660894218186417
416,1,2,female,34.0,1,1,32.5,S,Second,woman,False,,Southampton,yes,False,0.11974895181255385
417,1,2,female,18.0,0,2,13.0,S,Second,woman,False,,Southampton,yes,False,0.04789958072502154
419,0,3,female,10.0,0,2,24.15,S,Third,child,False,,Southampton,no,False,0.08898268265455925
421,0,3,male,21.0,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True,0.028493986740062236
422,0,3,male,29.0,0,0,7.875,S,Third,man,True,,Southampton,no,True,0.02901609216996497
423,0,3,female,28.0,1,1,14.4,S,Third,woman,False,,Southampton,no,False,0.05305799711079309
424,0,3,male,18.0,1,1,20.2125,S,Third,man,True,,Southampton,no,False,0.07447463656957676
426,1,2,female,28.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,0.09579916145004308
427,1,2,female,19.0,0,0,26.0,S,Second,woman,False,,Southampton,yes,True,0.09579916145004308
429,1,3,male,32.0,0,0,8.05,S,Third,man,True,E,Southampton,yes,True,0.029660894218186417
430,1,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,0.09782568217302477
432,1,2,female,42.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,0.09579916145004308
433,0,3,male,17.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,0.026252654820444497
434,0,1,male,50.0,1,0,55.9,S,First,man,True,E,Southampton,no,False,0.2059681971175926
435,1,1,female,14.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,0.4421499759232757
436,0,3,female,21.0,2,2,34.375,S,Third,woman,False,,Southampton,no,False,0.12665754518635503
437,1,2,female,24.0,2,3,18.75,S,Second,woman,False,,Southampton,yes,False,0.06908593373801183
438,0,1,male,64.0,1,4,263.0,S,First,man,True,C,Southampton,no,False,0.9690453638985127
439,0,2,male,31.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,0.038688122893286624
440,1,2,female,45.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False,0.09672030723321656
441,0,3,male,20.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,0.035003539760592665
442,0,3,male,25.0,1,0,7.775,S,Third,man,True,,Southampton,no,False,0.028647633856695574
443,1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,0.04789958072502154
444,1,3,male,28.0,0,0,8.1125,S,Third,man,True,,Southampton,yes,True,0.029891180663979788
445,1,1,male,4.0,0,2,81.8583,S,First,child,False,A,Southampton,yes,False,0.30161371145100235
446,1,2,female,13.0,0,1,19.5,S,Second,child,False,,Southampton,yes,False,0.07184937108753231
447,1,1,male,34.0,0,0,26.55,S,First,man,True,,Southampton,yes,True,0.09782568217302477
448,1,3,female,5.0,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,0.07095880734436018
449,1,1,male,52.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,0.11237978554716592
450,0,2,male,36.0,1,2,27.75,S,Second,man,True,,Southampton,no,False,0.10224718193225751
451,0,3,male,28.0,1,0,19.9667,S,Third,man,True,,Southampton,no,False,0.07356896603556058
452,0,1,male,30.0,0,0,27.75,C,First,man,True,C,Cherbourg,no,True,0.10224718193225751
453,1,1,male,49.0,1,0,89.1042,C,First,man,True,C,Cherbourg,yes,False,0.3283118323721896
455,1,3,male,29.0,0,0,7.8958,C,Third,man,True,,Cherbourg,yes,True,0.029092731499125005
456,0,1,male,65.0,0,0,26.55,S,First,man,True,E,Southampton,no,True,0.09782568217302477
457,1,1,female,28.0,1,0,51.8625,S,First,woman,False,D,Southampton,yes,False,0.19109169271934073
458,1,2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True,0.038688122893286624
460,1,1,male,48.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,0.09782568217302477
461,0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0.029660894218186417
462,0,1,male,47.0,0,0,38.5,S,First,man,True,E,Southampton,no,True,0.14185645060871763
463,0,2,male,48.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,0.04789958072502154
465,0,3,male,38.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,0.025976311085492452
467,0,1,male,56.0,0,0,26.55,S,First,man,True,,Southampton,no,True,0.09782568217302477
468,0,3,male,28.0,0,0,7.725,Q,Third,man,True,,Queenstown,no,True,0.02846340470006087
469,1,3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,0.07095880734436018
471,0,3,male,38.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,0.03191770138696147
472,1,2,female,33.0,1,2,27.75,S,Second,woman,False,,Southampton,yes,False,0.10224718193225751
473,1,2,female,23.0,0,0,13.7917,C,Second,woman,False,D,Cherbourg,yes,True,0.05081666519117535
474,0,3,female,22.0,0,0,9.8375,S,Third,woman,False,,Southampton,no,True,0.036247086567876875
475,0,1,male,28.0,0,0,52.0,S,First,man,True,A,Southampton,no,True,0.19159832290008616
477,0,3,male,29.0,1,0,7.0458,S,Third,man,True,,Southampton,no,False,0.025960835836335135
478,0,3,male,22.0,0,0,7.5208,S,Third,man,True,,Southampton,no,True,0.02771101282436477
479,1,3,female,2.0,0,1,12.2875,S,Third,child,False,,Southampton,yes,False,0.045274315242977085
480,0,3,male,9.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,0.17280694892334694
482,0,3,male,50.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0.029660894218186417
483,1,3,female,63.0,0,0,9.5875,S,Third,woman,False,,Southampton,yes,True,0.035325940784703386
484,1,1,male,25.0,1,0,91.0792,C,First,man,True,B,Cherbourg,yes,False,0.33558888405926013
486,1,1,female,35.0,1,0,90.0,S,First,woman,False,C,Southampton,yes,False,0.3316124819424568
487,0,1,male,58.0,0,0,29.7,C,First,man,True,B,Cherbourg,no,True,0.10943211904101074
489,1,3,male,9.0,1,1,15.9,S,Third,child,False,,Southampton,yes,False,0.05858487180983404
491,0,3,male,21.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,0.026713227712031242
492,0,1,male,55.0,0,0,30.5,S,First,man,True,C,Southampton,no,True,0.11237978554716592
493,0,1,male,71.0,0,0,49.5042,C,First,man,True,,Cherbourg,no,True,0.18240234031750854
495,0,3,male,28.0,0,0,14.4583,C,Third,man,True,,Cherbourg,no,True,0.05327280830742915
496,1,1,female,54.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,0.2883801626716187
497,0,3,male,28.0,0,0,15.1,S,Third,man,True,,Southampton,no,True,0.055637205303678855
498,0,1,female,25.0,1,2,151.55,S,First,woman,False,C,Southampton,no,False,0.5583985737597704
499,0,3,male,24.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,0.028724273185855607
501,0,3,female,21.0,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,0.028555519278378225
502,0,3,female,28.0,0,0,7.6292,Q,Third,woman,False,,Queenstown,no,True,0.028110421635948797
503,0,3,female,37.0,0,0,9.5875,S,Third,woman,False,,Southampton,no,True,0.035325940784703386
504,1,1,female,16.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,0.3187164409780279
505,0,1,male,18.0,1,0,108.9,C,First,man,True,C,Cherbourg,no,False,0.40125110315037277
506,1,2,female,33.0,0,2,26.0,S,Second,woman,False,,Southampton,yes,False,0.09579916145004308
507,1,1,male,28.0,0,0,26.55,S,First,man,True,,Southampton,yes,True,0.09782568217302477
508,0,3,male,28.0,0,0,22.525,S,Third,man,True,,Southampton,no,True,0.08299523506393154
509,1,3,male,26.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,0.2081634717480517
510,1,3,male,29.0,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True,0.028555519278378225
512,1,1,male,36.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,0.09685847910069259
513,1,1,female,54.0,1,0,59.4,C,First,woman,False,,Cherbourg,yes,False,0.2188642380820215
514,0,3,male,24.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,0.02761889824604742
515,0,1,male,47.0,0,0,34.0208,S,First,man,True,D,Southampton,no,True,0.12535246584075482
516,1,2,female,34.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True,0.038688122893286624
517,0,3,male,28.0,0,0,24.15,Q,Third,man,True,,Queenstown,no,True,0.08898268265455925
518,1,2,female,36.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,0.09579916145004308
519,0,3,male,32.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0.029092731499125005
520,1,1,female,30.0,0,0,93.5,S,First,woman,False,B,Southampton,yes,True,0.34450852290688566
523,1,1,female,44.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,0.21362918236708991
524,0,3,male,28.0,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,0.026636588382871206
525,0,3,male,40.5,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,0.028555519278378225
527,0,1,male,28.0,0,0,221.7792,S,First,man,True,C,Southampton,no,True,0.8171638995023612
528,0,3,male,39.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,0.02920032132659967
529,0,2,male,23.0,2,1,11.5,S,Second,man,True,,Southampton,no,False,0.042372706025980596
530,1,2,female,2.0,1,1,26.0,S,Second,child,False,,Southampton,yes,False,0.09579916145004308
532,0,3,male,17.0,1,1,7.2292,C,Third,man,True,,Cherbourg,no,False,0.026636588382871206
533,1,3,female,28.0,0,2,22.3583,C,Third,woman,False,,Cherbourg,yes,False,0.08238101505571147
534,0,3,female,30.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True,0.03191770138696147
535,1,2,female,7.0,0,2,26.25,S,Second,child,False,,Southampton,yes,False,0.09672030723321656
536,0,1,male,45.0,0,0,26.55,S,First,man,True,B,Southampton,no,True,0.09782568217302477
537,1,1,female,30.0,0,0,106.425,C,First,woman,False,,Cherbourg,yes,True,0.39213175989695515
538,0,3,male,28.0,0,0,14.5,S,Third,man,True,,Southampton,no,True,0.053426455424062484
539,1,1,female,22.0,0,2,49.5,C,First,woman,False,B,Cherbourg,yes,False,0.18238686506835125
540,1,1,female,36.0,0,2,71.0,S,First,woman,False,B,Southampton,yes,False,0.2616054024212715
541,0,3,female,9.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,0.11523533747500372
542,0,3,female,11.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,0.11523533747500372
543,1,2,male,32.0,1,0,26.0,S,Second,man,True,,Southampton,yes,False,0.09579916145004308
544,0,1,male,50.0,1,0,106.425,C,First,man,True,C,Cherbourg,no,False,0.39213175989695515
545,0,1,male,64.0,0,0,26.0,S,First,man,True,,Southampton,no,True,0.09579916145004308
546,1,2,female,19.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,0.09579916145004308
547,1,2,male,28.0,0,0,13.8625,C,Second,man,True,,Cherbourg,yes,True,0.051077533676970086
548,0,3,male,33.0,1,1,20.525,S,Third,man,True,,Southampton,no,False,0.07562606879854361
549,1,2,male,8.0,1,1,36.75,S,Second,child,False,,Southampton,yes,False,0.1354084301265032
550,1,1,male,17.0,0,2,110.8833,C,First,man,True,C,Cherbourg,yes,False,0.40855873687744465
551,0,2,male,27.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,0.09579916145004308
552,0,3,male,28.0,0,0,7.8292,Q,Third,man,True,,Queenstown,no,True,0.028847338262487587
553,1,3,male,22.0,0,0,7.225,C,Third,man,True,,Cherbourg,yes,True,0.02662111313371389
554,1,3,female,22.0,0,0,7.775,S,Third,woman,False,,Southampton,yes,True,0.028647633856695574
555,0,1,male,62.0,0,0,26.55,S,First,man,True,,Southampton,no,True,0.09782568217302477
556,1,1,female,48.0,1,0,39.6,C,First,woman,False,A,Cherbourg,yes,False,0.145909492054681
557,0,1,male,28.0,0,0,227.525,C,First,man,True,,Cherbourg,no,True,0.8383347772661942
558,1,1,female,39.0,1,1,79.65,S,First,woman,False,E,Southampton,yes,False,0.2934770465190743
559,1,3,female,36.0,1,0,17.4,S,Third,woman,False,,Southampton,yes,False,0.06411174650887498
561,0,3,male,40.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0.029092731499125005
562,0,2,male,28.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,0.04974187229136852
565,0,3,male,24.0,2,0,24.15,S,Third,man,True,,Southampton,no,False,0.08898268265455925
566,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,0.029092731499125005
567,0,3,female,29.0,0,4,21.075,S,Third,woman,False,,Southampton,no,False,0.0776525895215253
569,1,3,male,32.0,0,0,7.8542,S,Third,man,True,,Southampton,yes,True,0.028939452840804937
570,1,2,male,62.0,0,0,10.5,S,Second,man,True,,Southampton,yes,True,0.038688122893286624
571,1,1,female,53.0,2,0,51.4792,S,First,woman,False,C,Southampton,yes,False,0.18967939200457914
572,1,1,male,36.0,0,0,26.3875,S,First,man,True,E,Southampton,yes,True,0.09722693741396199
574,0,3,male,16.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,0.029660894218186417
575,0,3,male,19.0,0,0,14.5,S,Third,man,True,,Southampton,no,True,0.053426455424062484
576,1,2,female,34.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,0.04789958072502154
577,1,1,female,39.0,1,0,55.9,S,First,woman,False,E,Southampton,yes,False,0.2059681971175926
578,0,3,female,28.0,1,0,14.4583,C,Third,woman,False,,Cherbourg,no,False,0.05327280830742915
579,1,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,0.02920032132659967
580,1,2,female,25.0,1,1,30.0,S,Second,woman,False,,Southampton,yes,False,0.11053749398081893
581,1,1,female,39.0,1,1,110.8833,C,First,woman,False,C,Cherbourg,yes,False,0.40855873687744465
